鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
新興區,房地(土地+建物),高雄市新興區南華路181~210號,3.43,商,,,1081208,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940803,40.72,1,1,1,有,有,2450000,60167,,0.0,0,,RPQQMLRKJHPFFBE48CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光明街61~90號,9.58,商,,,1090109,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960515,135.6,3,1,2,有,有,8500000,62684,坡道平面,0.0,0,,RPVOMLQKJHPFFBE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,6.7,商,,,1081218,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901008,83.2,2,2,1,有,有,5320000,63942,坡道機械,9.37,0,,RPVNMLLKKHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文忠路91~120號,9.92,商,,,1081228,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030925,118.81,2,2,1,有,有,7330000,61695,坡道機械,18.43,0,,RPPNMLLMJHPFFAE57CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區葆路61~90號,18.13,住,,,1081215,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010921,154.44,3,2,2,有,有,8880000,57498,坡道機械,12.39,0,,RPXNMLNJKHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路481~510號,22.78,住,,,1081116,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,161.4,3,2,2,有,無,8950000,55452,坡道平面,34.54,0,,RPOOMLMLJHPFFAE57CA
鼓山區,房地(土地+建物),高雄市鼓山區明誠三路451~480號,8.09,商,,,1081231,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950626,80.74000000000001,2,1,1,有,有,5820000,72083,,0.0,0,,RPQOMLLLJHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1051~1080號,10.03,商,,,1081217,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950407,109.6,3,2,2,有,有,7600000,62995,坡道機械,4.83,1000000,,RPTOMLRKJHPFFAE48CA
鼓山區,房地(土地+建物),高雄市鼓山區文信路301~330號,11.72,商,,,1081212,土地1建物1車位0,三層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831015,119.24,3,2,2,有,有,4980000,41765,,0.0,0,,RPUNMLRKJHPFFAE48CA
前金區,房地(土地+建物)+車位,高雄市前金區河東路151~180號,6.87,商,,,1081106,土地1建物2車位1,二十七層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850215,188.37,4,2,2,有,有,11380000,60410,坡道平面,0.0,1000000,,RPRNMLSKJHPFFAE28CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路61~90號,15.53,商,,,1081219,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,225.98000000000002,4,2,2,有,有,15600000,69033,坡道平面,0.0,0,,RPXNMLLLJHPFFCE48CA
